id,name,ward,address,addressToSearch,station,owner,timeOpen,timeClose,allDayFlg,capacity,biginDate,tel,lng,lat,accuracy
7016,モンテッソーリ下落合 こどもの家,新宿区,下落合4-3-7,東京都新宿区下落合4-3-7,西武新宿線下落合駅,瀧口　恵,9:00,18:00,,18,H8.4.1,3953-6184,139.69655,35.71743,7
7017,さくらナースリー,文京区,目白台1-18-14 日本女子大学内,東京都文京区目白台1-18-14 日本女子大学内,副都心線雑司が谷駅,日本女子大学,8:00,18:30,,30,S46. 6. 1,5981-3391,139.72008,35.71599,8
7018,グループ保育室 こうらく ,文京区,後楽1-7-7,東京都文京区後楽1-7-7,大江戸線飯田橋駅,文京区,8:00,18:00,,12,H21.4.1,3818-4180,139.74654,35.7063,8
7019,キッズハート白山,文京区,白山1-18-7石川ビル1階,東京都文京区白山1-18-7石川ビル1階,都営三田線白山駅,株式会社ハートフォーレ,9:00,18:00,,30,H24.12.1,6801-6647,139.75212,35.71774,8
7020,根津家庭的保育室,文京区,根津1-15-12-302,東京都文京区根津1-15-12-302,千代田線根津駅,株式会社日本デイケアセンター,8:00,17:30,,6,H26.3.31,5834-7030,139.76367,35.71873,8
7021,さくらインターナショナルスクール文京校,文京区,大塚3-20-1 吉田ビル3階・4階,東京都文京区大塚3-20-1 吉田ビル3階・4階,丸ノ内線茗荷谷駅,株式会社関西国際学園,8:00,18:00,,38,42010,5981-5133,139.73419,35.72149,8
7022,HARMONY PRESCHOOL INTERNATIONAL,台東区,東上野2-10-12 東上野2丁目ビル1階,東京都台東区東上野2-10-12 東上野2丁目ビル1階,JR線上野駅,合同会社　HARMONY　TALISMAN,9:00,17:00,,30,H27.4.6,6240-1777,139.77904,35.70925,8
7023,バディスポーツ幼児園 江東,江東区,新砂1-9-21,東京都江東区新砂1-9-21,東西線南砂町駅,株式会社バディ企画研究所,8:00,19:00,,560,H15.12. 1,3699-5665,139.82497,35.66619,8
7024,チャイルドマインダー パルム園,品川区,荏原3-5-21 ユーハウス荏原101,東京都品川区荏原3-5-21 ユーハウス荏原101,東急目黒線武蔵小山駅　　　,NPO法人家庭的保育支援協会,8:00,19:00,,12,H26.4.1,070-5456-8083,139.70815,35.61694,7
7025,チャイルドマインダー 西小山園,品川区,荏原5-9-4 小山フラット1F,東京都品川区荏原5-9-4 小山フラット1F,東急目黒線西小山駅,NPO法人家庭的保育支援協会,8:00,18:00,,19,H26.10.1,6426-6113,139.70348,35.61441,7
7026,すたでい,目黒区,碑文谷6-2-15 パインヴィレッジ101,東京都目黒区碑文谷6-2-15 パインヴィレッジ101,東急東横線学芸大学駅,升森美和子,10:00,18:00,,35,H14. 1. 1,3794-8780,139.68419,35.62604,8
7027,インターナショナルスクール wagoland,目黒区,中目黒1-1-45コンフォート中目黒AS,東京都目黒区中目黒1-1-45コンフォート中目黒AS,東急東横線中目黒駅,株式会社Pro－Minds,7:30,18:00,,60,H24.4.7,5773-5008,139.7029,35.64384,8
7028,大人の予備校 INTER CHANGE,目黒区,中根1-6-10大和ビル1階,東京都目黒区中根1-6-10大和ビル1階,東急東横線都立大学駅,株式会社ACT．and A,10:00,19:00,,6,H24.7.27,6421-2955,139.67517,35.61658,8
7029,SOMOS International School,目黒区,下目黒1-2-12白金ビル4階,東京都目黒区下目黒1-2-12白金ビル4階,JR山手線目黒駅,株式会社　SOMOS　English　Academy,8:00,19:00,,56,H24.9.3,6417-9071,139.71361,35.63367,7
7030,夢花広場,目黒区,五本木2-20-17,東京都目黒区五本木2-20-17,東急東横線祐天寺駅,社会福祉法人　夢工房,7:15,18:15,,50,H25.6.1,5725-2530,139.68887,35.63417,8
7031,キンダーキッズインターナショナルスクール東京本校,大田区,東嶺町41-20,東京都大田区東嶺町41-20,東急池上線　御獄山駅,株式会社キンダーキッズインターナショナル,8:00,18:00,,88,H22.9.1,5732-1600,139.68202,35.58243,8
7032,ぽれぽれ保育園西蒲田,大田区,西蒲田7-22-10藤和シティコープ西蒲田Ⅲ,東京都大田区西蒲田7-22-10藤和シティコープ西蒲田Ⅲ,東急池上線蓮沼駅,株式会社ポーレ,7:30,19:00,,34,H26.9.1,6326-4523,139.71046,35.56359,8
7033,子ども家庭支援センター大森キッズなルーム,大田区,大森北4丁目16番5号,東京都大田区大森北4丁目16番5号,JR京浜東北線　大森駅,大田区長　松原　忠義,9:00,18:00,,15,39783,5753-0805,139.72728,35.58351,8
7034,子ども家庭支援センター六郷一時保育室,大田区,仲六郷2-44-11六郷地域力推進センター3階,東京都大田区仲六郷2-44-11六郷地域力推進センター3階,京浜急行本線　雑色駅,大田区長,8:30,18:00,,16,41699,3733-1152,139.71651,35.5507,8
7035,ハローキッズ プリスクール(本校),世田谷区,駒沢2-60-7 大高ビル1,東京都世田谷区駒沢2-60-7 大高ビル1,田園都市線駒沢大学駅,有限会社キッズクラブ,10:00,14:30,,21,H13.9.1,5431-0411,139.6582,35.63777,7
7036,ハローキッズ プリスクール(アネックス校),世田谷区,駒沢2-41-2 吉武ビル1階,東京都世田谷区駒沢2-41-2 吉武ビル1階,田園都市線駒沢大学駅,有限会社キッズクラブ,10:00,14:30,,11,H14.4.1,5431-0411,139.65558,35.63714,7
7037,バディスポーツ幼児園世田谷,世田谷区,千歳台3-18-10,東京都世田谷区千歳台3-18-10,京王線八幡山駅,株式会社バディ企画研究所,8:00,19:00,,525,S55.10.1,5490-7591,139.6149,35.65289,7
7038,PTCPacific International School,世田谷区,下馬5-11-5,東京都世田谷区下馬5-11-5,東急東横線学芸大学駅,高塚洋子,8:45,17:00,,32,S58.9.1,5481-9425,139.68179,35.63414,7
7039,下北沢ガーデンヒルズモンテッソーリスクール(子どもの家),世田谷区,代沢5-4-5 ガーデンヒルズ代沢B棟,東京都世田谷区代沢5-4-5 ガーデンヒルズ代沢B棟,京王井の頭線下北沢駅,株式会社Cellec,9:00,18:00,,19,H23.5.10,6804-0082,139.66577,35.65561,7
7040,FUTURE児童園・太子堂,世田谷区,太子堂5-9-6 ハピネス太子堂1F,東京都世田谷区太子堂5-9-6 ハピネス太子堂1F,東急世田谷線西太子堂駅,シンコーファシリティーズ株式会社,7:30,19:00,,48,H26.4.1,6450-8013,139.66586,35.64676,7
7041,Three Stars International School 二子玉川校,世田谷区,中町5-2-3 吉田コーポ1階・2階,東京都世田谷区中町5-2-3 吉田コーポ1階・2階,大井町線上野毛駅,株式会社日本グローカルビジネス,8:00,19:00,,26,H27.4.1,5758-2925,139.64438,35.61989,7
7042,Brighton Nursery&After School 経堂,世田谷区,桜上水1-7-10,東京都世田谷区桜上水1-7-10,小田急線経堂駅,Brighton Nursery&After School株式会社,7:30,19:00,,50,H27.8.1,6379-7244,139.63161,35.65703,7
7043,キティインターナショナルスクール二子玉川キャンパス,世田谷区,瀬田2-23-7,東京都世田谷区瀬田2-23-7,東急田園都市線用賀駅,株式会社　キティクラブ,7:30,18:30,,77,H27.9.19,3700-2226,139.63297,35.61972,7
7044,渋谷区山谷かきのみ園,渋谷区,代々木3-32-13,東京都渋谷区代々木3-32-13,小田急線参宮橋駅,渋谷区,7:30,19:30,,28,H22.4.1,3370-1412,139.69298,35.68279,8
7045,セイントアニーインターナショナルキンダーガーデン,渋谷区,富ヶ谷1-5-3岸ビル2階,東京都渋谷区富ヶ谷1-5-3岸ビル2階,千代田線代々木公園駅,有限会社セイントアニーハギンス　マイケル,9:00,18:00,,20,H22.2.1,6407-9221,139.69026,35.66948,8
7046,新中野キリスト教教会付属子どもセンター,中野区,本町6-37-7,東京都中野区本町6-37-7,丸ノ内線東高円寺駅,新中野キリスト教会,9:00,13:30,,15,S54.5.1,3381-6443,139.66132,35.69698,8
7047,新渡戸文化幼稚園(子ども園),中野区,本町6-38-1,東京都中野区本町6-38-1,丸ノ内線東高円寺駅,学校法人　新渡戸文化学園,7:30,19:00,,定員設定なし,H24.5.1,3381-1183,139.66223,35.69587,8
7048,高円寺グループ保育室,杉並区,高円寺南2-32-5,東京都杉並区高円寺南2-32-5,丸ノ内線新高円寺駅,杉並区,7:30,18:30,,24,H17.6. 1,3316-5041,139.65247,35.69951,8
7049,桃井グループ保育室 ,杉並区,桃井1-35-2,東京都杉並区桃井1-35-2,ＪＲ中央線・東京メトロ丸ノ内線荻窪駅,杉並区,7:30,18:30,,21,H13.12. 1,3399-5188,139.61324,35.71352,8
7050,杉並区保育室下高井戸,杉並区,下高井戸4-38-15区立下高井戸子供園内,東京都杉並区下高井戸4-38-15区立下高井戸子供園内,京王井の頭線西永福駅,杉並区,7:30,18:30,,15,H21.4.27,3303-9522,139.6304,35.67459,8
7051,杉並区保育室堀ノ内,杉並区,堀ノ内3-17-13 東京立正短期大学旧研修センター内,東京都杉並区堀ノ内3-17-13 東京立正短期大学旧研修センター内,丸ノ内線新高円寺駅,杉並区,7:30,18:30,,20,H21.4.15,3313-7266,139.64891,35.69208,8
7052,杉並区保育室荻窪,杉並区,南荻窪2-28-13,東京都杉並区南荻窪2-28-13,JR中央線・東京メトロ丸ノ内線荻窪駅,杉並区,7:30,18:30,,15,H21.5.18,5346-9151,139.61316,35.69934,8
7053,杉並区保育室清沓中通,杉並区,清水2-17-11 清沓中通会議室内,東京都杉並区清水2-17-11 清沓中通会議室内,JR中央線・東京メトロ丸ノ内線荻窪駅,杉並区,7:30,18:30,,15,H21.7.27,3301-9071,139.61572,35.7143,8
7054,杉並区保育室善福寺,杉並区,善福寺1-11-11,東京都杉並区善福寺1-11-11,JR中央線西荻窪駅,杉並区,7:30,18:30,,45,H21.7.27,3301-0870,139.59688,35.71172,8
7055,杉並区保育室高円寺,杉並区,"高円寺北2-1-24Core高円寺ビル1,2階","東京都杉並区高円寺北2-1-24Core高円寺ビル1,2階",JR中央線高円寺駅,杉並区,7:30,18:30,,52,H21.9.1,5327-6721,139.65439,35.70572,8
7056,杉並区保育室荻窪第二,杉並区,上荻1-22-16アジ-ルコ-ト荻窪1階,東京都杉並区上荻1-22-16アジ-ルコ-ト荻窪1階,JR中央線・東京メトロ丸ノ内線荻窪駅,杉並区,7:30,18:30,,30,H21.9.1,5347-2169,139.6162,35.70631,8
7057,杉並区保育室高井戸西,杉並区,"高井戸西1-1-32シャトレ-高井戸1,2階","東京都杉並区高井戸西1-1-32シャトレ-高井戸1,2階",京王井の頭線高井戸駅,杉並区,7:30,18:30,,41,H21.9.1,5941-9321,139.61424,35.67796,8
7058,レインボー・プライマリー・スクール,杉並区,阿佐谷北6-48-9,東京都杉並区阿佐谷北6-48-9,西武新宿線鷺宮駅,荒川　雅,8:00,18:00,,71,H22.4.7,6794-8198,139.64139,35.71423,8
7059,杉並区保育室下井草南,杉並区,下井草3-3-21サンライトマンション1階,東京都杉並区下井草3-3-21サンライトマンション1階,西武新宿線下井草駅,杉並区,7:30,18:30,,24,H22.4.1,5303-8622,139.62663,35.71828,8
7060,杉並区保育室荻窪第三,杉並区,荻窪5-30-12グロ-リアビル3F,東京都杉並区荻窪5-30-12グロ-リアビル3F,JR中央線・東京メトロ丸ノ内線荻窪駅,杉並区,7:30,18:30,,30,H22.4.1,6383-5336,139.62135,35.70427,8
7061,杉並区保育室宮前北,杉並区,宮前3-9-3シャト-5 1F,東京都杉並区宮前3-9-3シャト-5 1F,京王井の頭線久我山駅,杉並区,7:30,18:30,,18,H22.4.1,3334-7971,139.60471,35.69463,8
7062,杉並区保育室今川北,杉並区,今川2-22-23,東京都杉並区今川2-22-23,西武新宿線井荻駅,杉並区,7:30,18:30,,30,H22.4.1,5310-4021,139.60867,35.71858,8
7063,杉並区保育室南阿佐ヶ谷,杉並区,成田東5-41-7杉並区職員会館内,東京都杉並区成田東5-41-7杉並区職員会館内,丸ノ内線南阿佐ヶ谷駅,杉並区,7:30,18:30,,28,H22.5.10,3220-1773,139.63426,35.69925,8
7064,杉並区家庭福祉員グループ「もりのいえ」,杉並区,桃井4-3-2西荻地域区民センタ-1F,東京都杉並区桃井4-3-2西荻地域区民センタ-1F,JR中央線西荻窪駅,杉並区,8:30,18:45,,9,H22.4.1,5310-2601,139.60222,35.71223,8
7065,杉並区家庭福祉員グループ「小鳥の詩」,杉並区,堀ノ内2-6-21 パークハイム杉並D103,東京都杉並区堀ノ内2-6-21 パークハイム杉並D103,丸ノ内線方南町駅,佐藤久仁子,8:30,17:00,,9,H23.5.1,3315-1008,139.65248,35.68714,8
7066,杉並区家庭福祉員グループ「アレーズ」,杉並区,高円寺北2-14-2-102,東京都杉並区高円寺北2-14-2-102,JR中央線高円寺駅,今井七津子,8:30,17:00,,6,H23.4.1,3337-4337,139.65413,35.70629,8
7067,河北総合病院 こどもケアセンター,杉並区,阿佐谷北1-7-3,東京都杉並区阿佐谷北1-7-3,JR中央線阿佐ヶ谷駅,社会医療法人　河北医療財団,8:30,17:00,,4,H14.5.1,3339-3603,139.63902,35.70653,8
7068,杉並区保育室若杉,杉並区,天沼3-15-20,東京都杉並区天沼3-15-20,JR線中央線・東京メトロ丸ノ内線荻窪駅,杉並区,7:30,18:30,,70,H23.7.1,3391-6533,139.61838,35.70898,8
7069,杉並区保育室荻窪第四,杉並区,荻窪5-26-9シェモア参番館2階,東京都杉並区荻窪5-26-9シェモア参番館2階,JR線中央線・東京メトロ丸ノ内線荻窪駅,杉並区,7:30,18:30,,51,H23.4.1,6915-1880,139.61905,35.70416,8
7070,杉並区家庭福祉員グループ「ぴーかーぶう」,杉並区,和泉4-42-5方南会館2階,東京都杉並区和泉4-42-5方南会館2階,丸ノ内線方南町駅,杉並区,8:30,17:00,,9,H24.4.1,3311-4141,139.65619,35.68083,8
7071,杉並区家庭福祉員グループ「なないろ」,杉並区,下井草3-34-13下井草グリーンハイツ101,東京都杉並区下井草3-34-13下井草グリーンハイツ101,西武新宿線下井草駅,福地　かおる,8:30,17:00,,6,H24.5.1,090-1105-2890,139.62187,35.72297,8
7072,杉並区保育室南阿佐ヶ谷第二,杉並区,"阿佐谷南3-7-3阿佐ヶ谷進和ビル1,2階","東京都杉並区阿佐谷南3-7-3阿佐ヶ谷進和ビル1,2階",丸ノ内線南阿佐ヶ谷駅,杉並区,7:30,18:30,,30,H24.7.1,6276-9080,139.63194,35.70107,8
7073,エベレスト・インターナショナルプリスクール,杉並区,阿佐谷南3-34-16池川ビル,東京都杉並区阿佐谷南3-34-16池川ビル,JR中央線阿佐ヶ谷駅,（特活）ネパール教育支援センター,10:00,17:00,,定員設定なし,H25.4.1,5335-7379,139.63528,35.70415,8
7074,杉並区保育室浜田山東,杉並区,"浜田山4-15-12浜田山会議室1,2階","東京都杉並区浜田山4-15-12浜田山会議室1,2階",京王井の頭線浜田山駅,杉並区,7:30,18:30,,40,H26.4.1,5305-5211,139.62605,35.68572,8
7075,杉並区保育室荻窪第五,杉並区,荻窪2-34-20荻窪地域区民センター1階,東京都杉並区荻窪2-34-20荻窪地域区民センター1階,JR中央線・東京メトロ丸ノ内線荻窪駅,杉並区,7:30,18:30,,15,H26.4.1,5347-2131,139.61882,35.69883,8
7076,杉並区保育室和田南,杉並区,和田1-41-10和田会議室1階,東京都杉並区和田1-41-10和田会議室1階,丸ノ内線　東高円寺駅,杉並区,7:30,18:30,,24,H26.4.1,5342-2667,139.65939,35.69151,8
7077,杉並区保育室高円寺第二,杉並区,高円寺北2-5-1 ホテルメッツ高円寺3F,東京都杉並区高円寺北2-5-1 ホテルメッツ高円寺3F,ＪＲ中央線高円寺駅,杉並区,7:30,18:30,,40,H27.6.1,5356-1630,139.64973,35.70539,8
7078,杉並区保育室ほりまつ,杉並区,松ノ木3-3-4-2階,東京都杉並区松ノ木3-3-4-2階,丸ノ内線新高円寺駅,杉並区,7:30,18:30,,30,H25.11.1,5929-7339,139.64441,35.69262,8
7079,杉並区保育室西荻窪,杉並区,西荻北4-8-2 ベルハイム西荻窪Ⅲ1階104,東京都杉並区西荻北4-8-2 ベルハイム西荻窪Ⅲ1階104,JR中央線西荻窪駅,杉並区,7:30,18:30,,30,H23.4.1,5382-8777,139.59544,35.70733,8
7080,杉並区保育室上井草西,杉並区,今川4-8-22,東京都杉並区今川4-8-22,JR中央線・東京メトロ丸ノ内線荻窪駅,杉並区,7:30,18:30,,16,H26.4.1,3395-0595,139.59897,35.71519,8
7081,杉並区保育室下井草北,杉並区,下井草4-30-2,東京都杉並区下井草4-30-2,西武新宿線井荻駅,杉並区,7:30,18:30,,30,H26.4.1,3399-8813,139.61894,35.72327,8
7082,杉並区保育室高井戸北,杉並区,高井戸西2-5-10,東京都杉並区高井戸西2-5-10,京王井の頭線高井戸駅,杉並区,7:30,18:30,,40,H26.4.1,5370-5344,139.61247,35.6837,7
7083,杉並区保育室井草東,杉並区,"井草1-31-9ビラ・ニューロード101,102,105","東京都杉並区井草1-31-9ビラ・ニューロード101,102,105",西武新宿線下井草駅,杉並区,7:30,18:30,,28,H27.8.1,6545-7141,139.62177,35.72667,8
7084,Azurite内あずたん保育室,豊島区,西池袋5-4-8河野ビル5階,東京都豊島区西池袋5-4-8河野ビル5階,副都心線池袋駅,株式会社Azurite,9:30,19:00,,定員設定なし,H24.7.20,3983-5565,139.70593,35.73189,8
7085,なないろ保育園,豊島区,池袋4-34-5 データバンビル1F,東京都豊島区池袋4-34-5 データバンビル1F,JR山手線池袋駅,株式会社　なないろ保育園,8:00,18:00,,9,H27.4.20,3986-0717,139.70872,35.73951,8
7086,RYOZAN PARK 大塚 こそだてビレッジ,豊島区,南大塚3-36-7,東京都豊島区南大塚3-36-7,JR山手線大塚駅,東邦建材工業株式会社,10:00,16:00,,20,H27.6.1,070-5014-2617,139.72685,35.73072,8
7087,ビクトリアインターナショナルスクール第1教室,豊島区,南池袋2-9-5-5F,東京都豊島区南池袋2-9-5-5F,JR線池袋駅,株式会社ビクトリアインターナショナルスクール,8:00,19:00,,42,41730,5979-5721,139.71454,35.72556,8
7088,ビクトリアインターナショナルスクール第2教室,豊島区,南池袋3-18-34 池袋シティハイツ403号室,東京都豊島区南池袋3-18-34 池袋シティハイツ403号室,JR線池袋駅,株式会社ビクトリアインターナショナル,8:00,19:00,,21,H26.4.1,5979-5721,139.71461,35.72485,8
7089,東京女子医科大学東医療センター院内保育室,荒川区,西尾久2-1-10,東京都荒川区西尾久2-1-10,都電荒川線宮の前駅,東京女子医科大学東医療センター,7:30,18:30,,6,H２３. ７. 1２,3810-1111,139.76524,35.74837,8
7090,東京光が丘インターナショナルプレスクール,板橋区,赤塚新町3-30-9,東京都板橋区赤塚新町3-30-9,東武東上線成増駅,斉藤　利彦,9:00,16:00,,57,H11.9.1,5968-5255,139.63417,35.77033,7
7091,(有)わんぱくクラブ,板橋区,板橋4-6-1板橋スカイプラザ2階,東京都板橋区板橋4-6-1板橋スカイプラザ2階,都営三田線新板橋駅,有限会社わんぱくクラブ,9:00,19:30,,40,S52.5.1,3962-7240,139.7182,35.74952,7
7092,ローズエンジェルス,板橋区,仲町26-6,東京都板橋区仲町26-6,東武東上線中板橋駅,木村　歩,9:00,17:00,,4,41001,3955-7440,139.69745,35.75262,7
7093,大泉スワロー体育クラブチャイルドスクール,練馬区,東大泉4-31-6 ,東京都練馬区東大泉4-31-6 ,西武池袋線大泉学園駅,大泉スワロー体育クラブチャイルドスクール,8:30,15:00,,30,S45.7.20,3925-6006,139.58748,35.75604,8
7094,イーグルインターナショナルスクール,江戸川区,東葛西6-2-9 武企画ビル№2 5階,東京都江戸川区東葛西6-2-9 武企画ビル№2 5階,東西線葛西駅,ウーブラント　ホイサイ,10:00,18:00,,定員設定なし,S63. 3. 1 ,3686-8681,139.87378,35.66289,8
7095,若葉インターナショナル幼保園,江戸川区,東瑞江3-54-10  サンセ-ル1階,東京都江戸川区東瑞江3-54-10  サンセ-ル1階,都営新宿線瑞江駅,株式会社ニュー・クックリーフ,8:30,17:30,,35,H23.4.1,3676-4261,139.89957,35.6904,5
7096,"Global Indian International School,Tokyo",江戸川区,西葛西8-3-13,東京都江戸川区西葛西8-3-13,東西線葛西駅,グローバル・インディアン・エデュケーション株式会社,9:00,15:15,,無（受入可能人数185名）,H26.4.5,5696-7141,139.85899,35.65683,8
